WKT,SA22018_V1_00,SA22018_V1_NAME,LAND_AREA_SQ_KM,AREA_SQ_KM,EASTING,NORTHING,LATITUDE,LONGITUDE,Shape_X,Shape_Y
"POINT (1751287.9079 5935076.6011)",116700,Albany Heights,3.10401049,3.10401049,1751287.90785,5935076.60115,-36.71796472,174.69401393,1751287.9079,5935076.6011
"POINT (1754299.5963 5937027.5981)",116800,Awaruku,1.52194123,1.52194123,1754299.59625,5937027.59805,-36.69990012,174.72732927,1754299.5963,5937027.5981
"POINT (1753337.8267 5935915.8904)",116900,Fairview Heights,1.60195262,1.60195262,1753337.8267,5935915.8904,-36.71007322,174.71678985,1753337.8267,5935915.8904
"POINT (1744666.7539 5927016.5122)",117000,Whenuapai,19.68007147,19.68007147,1744666.75385,5927016.51215,-36.79162758,174.62143068,1744666.7539,5927016.5122
"POINT (1733646.0161 5915306.9275)",117100,Waitakere Ranges North,86.79304966,86.79304966,1733646.01615,5915306.9275,-36.89876888,174.50001,1733646.0161,5915306.9275
"POINT (1756417.6046 5937519.2007)",117200,Torbay,1.43387594,1.43387594,1756417.60455,5937519.20065,-36.69512414,174.75092916,1756417.6046,5937519.2007
"POINT (1752234.194 5933923.7267)",117300,Albany Central,3.21005397,3.21005397,1752234.19395,5933923.72665,-36.72820186,174.70483518,1752234.194,5933923.7267
"POINT (1750694.0964 5932478.8368)",117400,Albany West,2.05684939,2.05684939,1750694.09635,5932478.8368,-36.7414674,174.68787988,1750694.0964,5932478.8368
"POINT (1755477.9144 5936850.5582)",117500,Glamorgan,0.95916761,0.95916761,1755477.9144,5936850.5582,-36.70130329,174.7405506,1755477.9144,5936850.5582
"POINT (1753796.7338 5935185.6595)",117600,Oteha East,0.7675859,0.7675859,1753796.7338,5935185.65945,-36.71657898,174.72207262,1753796.7338,5935185.6595
"POINT (1754583.2689 5935717.6728)",117700,Northcross,1.07045666,1.07045666,1754583.26885,5935717.6728,-36.71165743,174.7307683,1754583.2689,5935717.6728
"POINT (1753320.9127 5934585.1133)",117800,Oteha West,0.52993903,0.52993903,1753320.9127,5934585.1133,-36.72206732,174.71686745,1753320.9127,5934585.1133
"POINT (1755810.7069 5936251.1051)",117900,Waiake,1.24892146,1.24892146,1755810.70695,5936251.1051,-36.70665026,174.7443967,1755810.7069,5936251.1051
"POINT (1737349.0404 5919885.2841)",118000,Waitakere,15.29077813,15.29077813,1737349.0404,5919885.2841,-36.85697982,174.54072919,1737349.0404,5919885.2841
"POINT (1752629.0717 5932737.9405)",118100,Albany South,1.48565737,1.48565737,1752629.0717,5932737.9405,-36.73882334,174.70949248,1752629.0717,5932737.9405
"POINT (1754489.5649 5934594.9411)",118200,Browns Bay South West,1.15033555,1.15033555,1754489.56485,5934594.9411,-36.72178932,174.72994649,1754489.5649,5934594.9411
"POINT (1755694.0503 5935406.9459)",118300,Browns Bay Central,1.18361569,1.18361569,1755694.0503,5935406.94585,-36.71427585,174.74326307,1755694.0503,5935406.9459
"POINT (1750579.5057 5930842.2636)",118400,Schnapper Rock,2.21506546,2.21506546,1750579.50565,5930842.26355,-36.75623258,174.68691977,1750579.5057,5930842.2636
"POINT (1753906.6108 5933545.9107)",118500,Pinehill,1.62934248,1.62934248,1753906.6108,5933545.9107,-36.73133656,174.72363265,1753906.6108,5933545.9107
"POINT (1753108.632 5931899.0926)",118600,North Harbour,5.48639767,5.48639767,1753108.632,5931899.09255,-36.74630474,174.71502975,1753108.632,5931899.0926
"POINT (1755176.5514 5934253.0953)",118700,Browns Bay South East,0.85629308,0.85629308,1755176.5514,5934253.0953,-36.72475755,174.73770545,1755176.5514,5934253.0953
"POINT (1743226.922 5924488.4679)",118800,Westgate Central,1.8634158,1.8634158,1743226.922,5924488.46785,-36.81462711,174.60577445,1743226.922,5924488.4679
"POINT (1749352.1879 5928943.7457)",118900,Greenhithe West,2.72201146,2.72201146,1749352.1879,5928943.74565,-36.77353411,174.67354745,1749352.1879,5928943.7457
"POINT (1756035.3101 5934371.032)",119000,Rothesay Bay,0.86585503,0.86585503,1756035.31005,5934371.032,-36.7235541,174.74729392,1756035.3101,5934371.032
"POINT (1750778.8426 5929965.2892)",119100,Greenhithe East,1.4377182,1.4377182,1750778.84255,5929965.28915,-36.7641032,174.68932537,1750778.8426,5929965.2892
"POINT (1745229.936 5924982.9193)",119200,Hobsonville,2.17407942,2.17407942,1745229.936,5924982.9193,-36.80986626,174.62812848,1745229.936,5924982.9193
"POINT (1752033.6043 5921718.4926)",119300,Inlet Waitemata Harbour,0,79.36815183,1752033.6043,5921718.4926,-36.83821248,174.70502503,1752033.6043,5921718.4926
"POINT (1751208.5738 5929123.3359)",119400,Greenhithe South,3.64452286,3.64452286,1751208.5738,5929123.3359,-36.77162145,174.69430513,1751208.5738,5929123.3359
"POINT (1755523.3829 5933467.5887)",119500,Murrays Bay West,0.95565783,0.95565783,1755523.38285,5933467.5887,-36.73177873,174.74174762,1755523.3829,5933467.5887
"POINT (1743394.9463 5923100.6272)",119600,Westgate South,1.70943132,1.70943132,1743394.94625,5923100.62715,-36.82710769,174.60791923,1743394.9463,5923100.6272
"POINT (1754965.8283 5932592.8187)",119700,Windsor Park,0.8358418,0.8358418,1754965.8283,5932592.81865,-36.73975221,174.73568351,1754965.8283,5932592.8187
"POINT (1744714.7497 5924008.361)",119800,West Harbour West,1.96049692,1.96049692,1744714.74965,5924008.361,-36.81872701,174.62254037,1744714.7497,5924008.361
"POINT (1752750.9521 5930511.7084)",119900,Unsworth Heights West,0.74886125,0.74886125,1752750.95205,5930511.7084,-36.75886381,174.71130257,1752750.9521,5930511.7084
"POINT (1756406.4589 5933534.5438)",120000,Murrays Bay East,0.69854186,0.69854186,1756406.45885,5933534.54375,-36.7310303,174.75161954,1756406.4589,5933534.5438
"POINT (1741457.1374 5920525.4689)",120100,Birdwood West,5.93628175,5.93628175,1741457.1374,5920525.4689,-36.85060481,174.58667717,1741457.1374,5920525.4689
"POINT (1748251.704 5926368.0659)",120200,Hobsonville Point,3.53881189,3.53881189,1748251.704,5926368.06585,-36.79691625,174.66172203,1748251.704,5926368.0659
"POINT (1746023.7206 5924894.5531)",120300,West Harbour Clearwater Cove,1.35746453,1.67756469,1746023.7206,5924894.5531,-36.81054038,174.63704103,1746023.7206,5924894.5531
"POINT (1753512.7051 5930812.2789)",120400,Unsworth Heights East,1.10807496,1.10807496,1753512.7051,5930812.2789,-36.75603242,174.71977269,1753512.7051,5930812.2789
"POINT (1755938.3928 5932704.2223)",120500,Mairangi Bay North,0.92453074,0.92453074,1755938.3928,5932704.22225,-36.73858904,174.74654933,1755938.3928,5932704.2223
"POINT (1743203.243 5921773.202)",120600,Massey Central,0.88452792,0.88452792,1743203.24295,5921773.20195,-36.83909835,174.60602048,1743203.243,5921773.202
"POINT (1746002.26 5924064.4891)",120700,West Harbour Luckens Point,0.9837843,0.9837843,1746002.25995,5924064.4891,-36.81802341,174.63695983,1746002.26,5924064.4891
"POINT (1756114.9898 5932111.2849)",120800,Mairangi Bay South,0.80141814,0.80141814,1756114.98975,5932111.2849,-36.74390273,174.74864765,1756114.9898,5932111.2849
"POINT (1743794.0881 5922295.84)",120900,Massey Royal Road West,0.89641575,0.89641575,1743794.0881,5922295.84,-36.83429912,174.61254552,1743794.0881,5922295.84
"POINT (1752913.7859 5929273.3708)",121000,Bayview East,1.3746752,1.3746752,1752913.78585,5929273.37085,-36.76999591,174.71337437,1752913.7859,5929273.3708
"POINT (1740009.7928 5917165.8161)",121100,Swanson Rural,15.14912979,15.14912979,1740009.7928,5917165.8161,-36.881095,174.57106823,1740009.7928,5917165.8161
"POINT (1754951.8081 5930871.5161)",121200,Sunnynook South,0.80161344,0.80161344,1754951.8081,5930871.51615,-36.75526458,174.73587597,1754951.8081,5930871.5161
"POINT (1755480.0378 5931349.784)",121300,Sunnynook North,0.74464289,0.74464289,1755480.03775,5931349.784,-36.75086862,174.74169364,1755480.0378,5931349.784
"POINT (1752120.8916 5928630.1744)",121400,Bayview West,0.73414884,0.73414884,1752120.89155,5928630.1744,-36.77591921,174.70462204,1752120.8916,5928630.1744
"POINT (1754426.8936 5930393.4106)",121500,Totara Vale North,0.86679243,0.86679243,1754426.8936,5930393.4106,-36.75965827,174.73009473,1754426.8936,5930393.4106
"POINT (1745160.604 5922914.8957)",121600,Royal Heights North,1.4951159,1.4951159,1745160.604,5922914.89565,-36.82851197,174.62774619,1745160.604,5922914.8957
"POINT (1743308.7514 5920574.2697)",121700,Massey West,1.18469773,1.18469773,1743308.7514,5920574.26965,-36.84988607,174.60742952,1743308.7514,5920574.2697
"POINT (1750442.0542 5926733.6702)",121800,Beach Haven West,1.20746209,1.20746209,1750442.05415,5926733.6702,-36.79327636,174.68619139,1750442.0542,5926733.6702
"POINT (1754025.4534 5929715.3812)",121900,Totara Vale South,0.8961397,0.8961397,1754025.45335,5929715.38115,-36.76583308,174.72573604,1754025.4534,5929715.3812
"POINT (1741248.2809 5918942.9896)",122000,Swanson,1.89457019,1.89457019,1741248.28095,5918942.9896,-36.86489607,174.58462975,1741248.2809,5918942.9896
"POINT (1752016.8214 5927959.9918)",122100,Bayview South,0.93345761,0.93345761,1752016.82135,5927959.99175,-36.78197477,174.70359001,1752016.8214,5927959.9918
"POINT (1756784.3714 5931472.4004)",122200,Campbells Bay,1.74294503,1.74294503,1756784.37135,5931472.4004,-36.74954905,174.75627345,1756784.3714,5931472.4004
"POINT (1745198.7462 5922133.3819)",122300,Royal Heights South,1.13131504,1.13131504,1745198.7462,5922133.3819,-36.83554837,174.62832303,1745198.7462,5922133.3819
"POINT (1751103.4936 5926787.8781)",122400,Beach Haven East,1.12103775,1.12103775,1751103.4936,5926787.87805,-36.79268258,174.69359128,1751103.4936,5926787.8781
"POINT (1744492.5388 5921264.8845)",122500,Massey East,1.14447088,1.14447088,1744492.5388,5921264.8845,-36.84348264,174.62057134,1744492.5388,5921264.8845
"POINT (1755899.9074 5930641.3102)",122600,Forrest Hill North,0.73717907,0.73717907,1755899.90735,5930641.3102,-36.75718347,174.7465398,1755899.9074,5930641.3102
"POINT (1754087.6608 5928821.117)",122700,Glenfield North,0.80678426,0.80678426,1754087.6608,5928821.11705,-36.7738809,174.72661346,1754087.6608,5928821.117
"POINT (1751755.7855 5926665.3606)",122800,Birkdale North,1.38573801,1.38573801,1751755.78545,5926665.36055,-36.79368225,174.70092376,1751755.7855,5926665.3606
"POINT (1744095.8701 5920553.9048)",122900,Massey South,1.38681668,1.38681668,1744095.87005,5920553.90475,-36.84994988,174.61625895,1744095.8701,5920553.9048
"POINT (1742824.0784 5919453.5102)",123000,Ranui North,1.02923012,1.02923012,1742824.0784,5919453.51015,-36.86005874,174.60220592,1742824.0784,5919453.5102
"POINT (1753292.26 5927858.5604)",123100,Glenfield West,0.9701519,0.9701519,1753292.26,5927858.56035,-36.78268321,174.71789792,1753292.26,5927858.5604
"POINT (1747044.9531 5923099.7422)",123200,Te Atatu Peninsula North West,1.11259918,1.11259918,1747044.95305,5923099.7422,-36.82655522,174.64883254,1747044.9531,5923099.7422
"POINT (1752832.9163 5927119.4892)",123300,Glenfield South West,1.19104282,1.19104282,1752832.9163,5927119.48915,-36.78941699,174.71290056,1752832.9163,5927119.4892
"POINT (1755750.6966 5929337.2487)",123400,Forrest Hill West,1.23523515,1.23523515,1755750.69655,5929337.24865,-36.76895837,174.7451352,1755750.6966,5929337.2487
"POINT (1754795.0247 5928844.4454)",123500,Wairau Valley,2.56373017,2.56373017,1754795.0247,5928844.44535,-36.77355541,174.73453173,1754795.0247,5928844.4454
"POINT (1756393.4501 5929840.868)",123600,Forrest Hill East,0.92449513,0.92449513,1756393.4501,5929840.86795,-36.76431463,174.7522307,1756393.4501,5929840.868
"POINT (1757254.1358 5930259.5629)",123700,Castor Bay,1.44377056,1.44377056,1757254.1358,5930259.56285,-36.76039959,174.76178337,1757254.1358,5930259.5629
"POINT (1742997.508 5918802.4539)",123800,Ranui Domain,0.87018239,0.87018239,1742997.50795,5918802.4539,-36.86589923,174.60427343,1742997.508,5918802.4539
"POINT (1751128.9525 5925182.1018)",123900,Beach Haven South,1.34039733,1.34039733,1751128.95255,5925182.10175,-36.80714782,174.69419527,1751128.9525,5925182.1018
"POINT (1754000.0679 5927610.45)",124000,Glenfield Central,1.12786017,1.12786017,1754000.06785,5927610.44995,-36.78480405,174.72587699,1754000.0679,5927610.45
"POINT (1731241.0881 5908342.6411)",124100,Piha,5.23830468,5.23830468,1731241.0881,5908342.64105,-36.96186554,174.47423421,1731241.0881,5908342.6411
"POINT (1742064.6067 5918200.769)",124200,Ranui South West,0.73694345,0.73694345,1742064.6067,5918200.769,-36.87146189,174.59392367,1742064.6067,5918200.769
"POINT (1744231.6424 5919519.7075)",124300,Henderson Larnoch,0.96975579,0.96975579,1744231.64235,5919519.7075,-36.85924837,174.61797776,1744231.6424,5919519.7075
"POINT (1752341.76 5925906.9749)",124400,Birkdale South,1.40729671,1.40729671,1752341.76,5925906.97485,-36.80042176,174.70764062,1752341.76,5925906.9749
"POINT (1747286.0476 5922041.0923)",124500,Te Atatu Peninsula Central,1.11370438,1.11370438,1747286.0476,5922041.0923,-36.83605713,174.65174006,1747286.0476,5922041.0923
"POINT (1754786.46 5928100.3067)",124600,Glenfield East,0.61847921,0.61847921,1754786.45995,5928100.3067,-36.78026196,174.73458692,1754786.46,5928100.3067
"POINT (1739794.7584 5914359.4242)",124700,Henderson Valley,15.02367834,15.02367834,1739794.7584,5914359.42415,-36.90641583,174.56917384,1739794.7584,5914359.4242
"POINT (1746837.7087 5920643.2916)",124800,Te Atatu Peninsula West,1.42485167,1.42485167,1746837.7087,5920643.2916,-36.84872236,174.64698422,1746837.7087,5920643.2916
"POINT (1744777.6058 5919449.3697)",124900,Henderson Lincoln West,0.8979807,0.8979807,1744777.60575,5919449.36965,-36.85979867,174.62411351,1744777.6058,5919449.3697
"POINT (1743022.6578 5918137.1598)",125000,Ranui South East,0.94515226,0.94515226,1743022.65775,5918137.15975,-36.87189045,174.6046809,1743022.6578,5918137.1598
"POINT (1745672.9993 5919866.6647)",125100,Henderson Lincoln East,1.94435988,1.94435988,1745672.9993,5919866.66465,-36.85590078,174.63407425,1745672.9993,5919866.6647
"POINT (1752796.6572 5925237.3508)",125200,Birkenhead West,2.26268676,2.26268676,1752796.65715,5925237.35075,-36.80638223,174.71287204,1752796.6572,5925237.3508
"POINT (1747671.0135 5921213.3436)",125300,Te Atatu Peninsula East,1.80961684,1.80961684,1747671.01345,5921213.3436,-36.84345584,174.6562165,1747671.0135,5921213.3436
"POINT (1757090.072 5929053.0179)",125400,Milford West,0.83338076,0.83338076,1757090.072,5929053.0179,-36.77129839,174.76019462,1757090.072,5929053.0179
"POINT (1756487.1798 5928480.2762)",125500,Westlake,0.68702661,0.68702661,1756487.1798,5928480.27615,-36.77655884,174.75355966,1756487.1798,5928480.2762
"POINT (1755588.266 5927000.7991)",125600,Hillcrest North (Auckland),0.979803,0.979803,1755588.266,5927000.7991,-36.79003781,174.74379298,1755588.266,5927000.7991
"POINT (1744724.5078 5918626.1683)",125700,Henderson Lincoln South,1.35507716,1.35507716,1744724.5078,5918626.1683,-36.86722468,174.62367505,1744724.5078,5918626.1683
"POINT (1754190.8827 5926155.1157)",125800,Hillcrest West (Auckland),0.88492421,0.88492421,1754190.88265,5926155.1157,-36.7978865,174.72830919,1754190.8827,5926155.1157
"POINT (1757827.1943 5928989.8885)",125900,Milford Central,0.74357208,0.74357208,1757827.19425,5928989.8885,-36.77174474,174.76846358,1757827.1943,5928989.8885
"POINT (1743057.4325 5917050.4568)",126000,Summerland South,1.33401073,1.33401073,1743057.4325,5917050.4568,-36.88167753,174.6052759,1743057.4325,5917050.4568
"POINT (1743797.408 5917673.0954)",126100,Summerland North,0.85091711,0.85091711,1743797.40795,5917673.0954,-36.87595448,174.61345826,1743797.408,5917673.0954
"POINT (1754902.4255 5926534.2349)",126200,Hillcrest East (Auckland),1.06377776,1.06377776,1754902.4255,5926534.23485,-36.79435426,174.73620436,1754902.4255,5926534.2349
"POINT (1752561.2314 5923911.6282)",126300,Chatswood,3.06591655,3.06591655,1752561.23135,5923911.6282,-36.81836588,174.71049977,1752561.2314,5923911.6282
"POINT (1746381.4824 5918882.0307)",126400,Te Atatu South-Edmonton,1.06450047,1.06450047,1746381.48235,5918882.03065,-36.86466374,174.64220852,1746381.4824,5918882.0307
"POINT (1754046.2061 5925109.1025)",126500,Birkenhead North,1.01193257,1.01193257,1754046.2061,5925109.1025,-36.80733528,174.72689987,1754046.2061,5925109.1025
"POINT (1757140.7567 5927075.4134)",126600,Takapuna West,2.34723641,2.34723641,1757140.7567,5927075.4134,-36.78910918,174.76117008,1757140.7567,5927075.4134
"POINT (1744856.435 5917643.2477)",126700,Henderson North,1.39367119,1.39367119,1744856.43495,5917643.24765,-36.87606154,174.6253423,1744856.435,5917643.2477
"POINT (1757895.9595 5927847.6751)",126800,Takapuna Central,0.98523807,2.05181153,1757895.9595,5927847.67505,-36.78202515,174.76947038,1757895.9595,5927847.6751
"POINT (1743747.507 5916405.9155)",126900,Western Heights (Auckland),1.35847366,1.35847366,1743747.50695,5916405.91545,-36.88738067,174.61313879,1743747.507,5916405.9155
"POINT (1747032.5167 5919143.0716)",127000,Te Atatu South-Central,1.36315269,1.36315269,1747032.51665,5919143.07155,-36.86221041,174.64945896,1747032.5167,5919143.0716
"POINT (1755628.4596 5926017.7008)",127100,Northcote Central (Auckland),0.68691447,0.68691447,1755628.45955,5926017.7008,-36.79888947,174.74444417,1755628.4596,5926017.7008
"POINT (1756531.4793 5926258.0438)",127200,Akoranga,1.16291081,1.16291081,1756531.47925,5926258.04375,-36.79657499,174.75451244,1756531.4793,5926258.0438
"POINT (1755086.3146 5925183.7235)",127300,Northcote South (Auckland),1.1402653,1.1402653,1755086.3146,5925183.7235,-36.80649304,174.7385397,1755086.3146,5925183.7235
"POINT (1754333.1673 5924140.1504)",127400,Birkenhead South,1.36168693,1.36168693,1754333.1673,5924140.15035,-36.81601936,174.73031198,1754333.1673,5924140.1504
"POINT (1745181.9798 5916125.7306)",127500,Henderson Central,2.01570656,2.01570656,1745181.97975,5916125.73055,-36.88968581,174.62928426,1745181.9798,5916125.7306
"POINT (1742040.4508 5912554.2733)",127600,Waiatarua,11.28314106,11.28314106,1742040.45075,5912554.2733,-36.92234659,174.59471127,1742040.4508,5912554.2733
"POINT (1746779.7487 5917826.6047)",127700,Te Atatu South-McLeod North,1.00774866,1.00774866,1746779.74865,5917826.6047,-36.87411227,174.64687905,1746779.7487,5917826.6047
"POINT (1744094.8898 5915859.5603)",127800,Henderson Valley Park,0.74972535,0.74972535,1744094.8898,5915859.56025,-36.8922509,174.61713959,1744094.8898,5915859.5603
"POINT (1746162.796 5917252.0722)",127900,Henderson North East,0.80084123,0.80084123,1746162.796,5917252.0722,-36.87938504,174.6400701,1746162.796,5917252.0722
"POINT (1736611.608 5905211.2368)",128000,Waitakere Ranges South,101.55819574,101.55819574,1736611.60795,5905211.2368,-36.9893191,174.53510888,1736611.608,5905211.2368
"POINT (1756187.0227 5925049.2632)",128100,Northcote Tuff Crater,1.11349965,1.21439161,1756187.02265,5925049.2632,-36.8075236,174.75090118,1756187.0227,5925049.2632
